0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0218757
23.0,0.250795
24.0,0.366979
25.0,0.458175
26.0,0.53584
27.0,0.604572
28.0,0.666783
29.0,0.723935
30.0,0.776995
31.0,0.826646
32.0,0.873391
33.0,0.917613
34.0,0.959614
35.0,0.999638
36.0,1.03788
37.0,1.07451
38.0,1.10967
39.0,1.14348
40.0,1.17603
41.0,1.20742
42.0,1.23772
43.0,1.26701
44.0,1.29535
45.0,1.32279
46.0,1.34938
47.0,1.37518
48.0,1.4002
49.0,1.42451
50.0,1.44812
51.0,1.47108
52.0,1.4934
53.0,1.51512
54.0,1.53626
55.0,1.55684
56.0,1.57689
57.0,1.59642
58.0,1.61546
59.0,1.63402
60.0,1.65211
61.0,1.66976
62.0,1.68698
63.0,1.70378
64.0,1.72017
65.0,1.73617
66.0,1.75178
67.0,1.76703
68.0,1.78191
69.0,1.79645
70.0,1.81064
71.0,1.82451
72.0,1.83805
73.0,1.85128
74.0,1.8642
75.0,1.87682
76.0,1.88916
77.0,1.9012
78.0,1.91298
79.0,1.92448
80.0,1.93571
81.0,1.94669
82.0,1.95741
83.0,1.96789
84.0,1.97813
85.0,1.98813
86.0,1.9979
87.0,2.00744
88.0,2.01676
89.0,2.02587
90.0,2.03476
91.0,2.04344
92.0,2.05192
93.0,2.0602
94.0,2.06828
95.0,2.07617
96.0,2.08387
97.0,2.09138
98.0,2.09872
99.0,2.10587
100.0,2.11285
101.0,2.11966
102.0,2.1263
103.0,2.13277
104.0,2.13908
105.0,2.14523
106.0,2.15122
107.0,2.15706
108.0,2.16275
109.0,2.16829
110.0,2.17368
111.0,2.17893
112.0,2.18403
113.0,2.189
114.0,2.19383
115.0,2.19852
116.0,2.20308
117.0,2.20752
118.0,2.21182
119.0,2.216
120.0,2.22005
121.0,2.22398
122.0,2.22779
123.0,2.23148
124.0,2.23506
125.0,2.23852
126.0,2.24186
127.0,2.2451
128.0,2.24823
129.0,2.25125
130.0,2.25416
131.0,2.25697
132.0,2.25967
133.0,2.26228
134.0,2.26478
135.0,2.26718
136.0,2.26949
137.0,2.27171
138.0,2.27382
139.0,2.27585
140.0,2.27779
141.0,2.27963
142.0,2.28139
143.0,2.28305
144.0,2.28464
145.0,2.28613
146.0,2.28755
147.0,2.28888
148.0,2.29013
149.0,2.2913
150.0,2.29239
151.0,2.2934
152.0,2.29434
153.0,2.2952
154.0,2.29599
155.0,2.2967
156.0,2.29734
157.0,2.29791
158.0,2.29841
159.0,2.29883
160.0,2.29919
161.0,2.29949
162.0,2.29971
163.0,2.29987
164.0,2.29997
165.0,2.3
166.0,2.29999
167.0,2.29994
168.0,2.29988
169.0,2.29978
170.0,2.29966
171.0,2.29951
172.0,2.29933
173.0,2.29913
174.0,2.29891
175.0,2.29866
176.0,2.29838
177.0,2.29808
178.0,2.29776
179.0,2.29741
180.0,2.29704
181.0,2.29665
182.0,2.29624
183.0,2.2958
184.0,2.29534
185.0,2.29486
186.0,2.29435
187.0,2.29383
188.0,2.29329
189.0,2.29272
190.0,2.29213
191.0,2.29153
192.0,2.2909
193.0,2.29026
194.0,2.28959
195.0,2.28891
196.0,2.2882
197.0,2.28748
198.0,2.28674
199.0,2.28598
200.0,2.28521
201.0,2.28441
202.0,2.2836
203.0,2.28277
204.0,2.28192
205.0,2.28106
206.0,2.28018
207.0,2.27929
208.0,2.27837
209.0,2.27744
210.0,2.2765
211.0,2.27554
